,Source,Political Leaning,Content
19,Breitbart Media,Conservative,"The Iranian government’s admission on Saturday that it shot down a Ukrainian commercial airliner triggered widespread protests nationwide attended by hundreds chanting slogans against the regime and the former head of its foreign terrorist organization, Qasem Soleimani.
An American airstrike eliminated Soleimani, officially the head of the Islamic Revolutionary Guard Corps (IRGC) Quds Force, in Baghdad this month. The IRGC is a U.S.-designated foreign terrorist organization; Soleimani led Iran’s terrorism operations abroad and was particularly active in Iraq and Syria against American soldiers.


Iranian officials claimed that the strike against Soleimani resulted in an unknown Iranian soldier shooting down Ukraine International Airlines (UIA) Flight 752 early Wednesday as Tehran shot over a dozen ballistic missiles at U.S. targets in Iraq, a move meant as a response to Soleimani’s demise. Iran had previously claimed a mechanical error had doomed the flight, where all 176 people on board died, and accused the United States of spreading the “false” rumor that the Iranian military shot a Russian Tor missile at it shortly after takeoff to “manipulate stock markets.”
Fars News Agency, an Iranian regime propaganda outlet, has not retracted an article making that claim on its English-language website at press time despite Iranian military officials admitting they shot the plane.
Fars reported on Monday that hundreds of Iranians – a crowd of up to 1,000 in Tehran – responded to the news with protests. The Iranian people entered Saturday already mourning the death of over 50 people in a stampede at a mandatory funeral for Soleimani. NBC News identified at least five other major urban centers – Isfahan, Hamadan, Sari, Rasht, and Babol – as also experiencing protests. Many congregated around university campuses.

The crowds, images of which appeared on social media Saturday, chanted slogans against the regime, urging Supreme Leader Ayatollah Ali Khamenei to step down and tearing up photos of Soleimani. Videos reportedly showed “death to the Islamic Republic” and “death to the dictator” among the chants.

Another round of #IranProtests ; in front of Tehran polytechnic university; “Death to the Islamic republic, down with @Khamenei_fa “ pic.twitter.com/9XUvLmZfbU
— Ali Hamedani (@BBCHamedani) January 11, 2020"
20,Breitbart Media,Conservative,"Sen. Tom Cotton (R-AR), a staunch ally of President Donald Trump, told Breitbart News on Saturday that he thinks “Trump Derangement Syndrome” is fueling the fervor among Democrats and the establishment media who are criticizing President Trump’s decision to eliminate Iranian Quds Force terrorist leader Qasem Soleimani.
“First and regrettably, the Democrats and the media really do suffer from something like Trump Derangement Syndrome,” Cotton said when asked why the media and left are so upset about this. “They can look at something that is unequivocally good, like removing a terrorist mastermind from the battlefield, and if Donald Trump did it, it must be bad. That’s true in domestic policy for sure, but regrettably it appears to be true in foreign policy and national security matters as well.”


Cotton then ripped the Democrats for veering more leftist than even former President Barack Obama was, noting that openly socialist leaders like Sen. Bernie Sanders of Vermont and other far-left Democrats like Sen. Elizabeth Warren (D-MA) are running the show in their party now.
“Second, the Democratic Party has just lurched farther to the left—even farther than Barack Obama himself,” Cotton said. “Some of the comments that Bernie Sanders has made, saying that Qasem Soleimani’s killing by Donald Trump is like Vladimir Putin killing dissidents or journalists – or Elizabeth Warren refusing to call Qasem Soleimani a terrorist but referring to him as a high-ranking government official of a foreign country –  goes to show just how far they have lurched to the left and just how far down the path they have committed to appeasement with Iran. You can see the difference over the last two weeks: Appeasement during the Obama era got us Iran rampaging through the Middle East, targeting our troops, undermining friendly governments. Confrontation, action—by killing Qasem Soleimani—got Iran to pull in its horns, at least temporarily.”
After noting too that House Speaker Nancy Pelosi compared Trump eliminating Soleimani to Iran trying to take out Vice President Mike Pence, Cotton ripped former Vice President Joe Biden as just as extreme on the left as Sanders or Warren—a sign that the Democrat Party has shifted to radical extremes.

“Remember, too, Joe Biden—the supposedly centrist or moderate candidate for president—said it was a terrible mistake and destabilized the Middle East when in fact it was Iran led by men like Qasem Soleimani who have been destabilizing the Middle East through the decades,” Cotton said. “I’m reminded by what Secretary of Defense Bob Gates said about Joe Biden: He has been wrong about literally every foreign policy question for four decades, only now we have to correct it and say wrong for five decades.”
Cotton this week published an op-ed in the New York Times laying out his reasoning as to why President Trump was justified in ordering the strike that eliminated Soleimani. Asked about it, and to summarize his case for the legal justification of the strike, Cotton explained that Soleimani was a U.S.-designated terrorist who had killed hundreds of Americans in Iraq and was there plotting to kill more.
“Qasem Soleimani and the terrorist organization he led, the Quds Force, are U.S.-designated foreign terrorists,” Cotton said. “Qasem Soleimani was in a foreign country, Iraq, which is an active field of conflict where our troops are present based on the invitation of the host government, specifically to plot the deaths of more Americans. Our troops have the inherent right to self-defense, wherever they are present, and the Commander has the authority under his Constitutional powers as Commander in Chief to protect our troops and to protect our interests.”
Cotton, who served in Iraq as a platoon commander in the 101st Airborne Division before his election to Congress, further explained that Soleimani has not only killed hundreds of Americans in Iraq but has also been behind many other acts of brutality against the United States over the years.
“In Iraq alone, over the last 17 years, Qasem Soleimani killed over 600 Americans,” Cotton said. “As you say, he specialized in a particularly lethal kind of roadside bomb called the Explosively Formed Penetrator. I can tell you in my time over there as a platoon leader in the 101st Airborne in Iraq, the EFP was the single most deadly weapon we faced and there was really no defense against it. If you hit one, it would kill you or significantly hurt you and your troops. But, Qasem Soleimani has a lot more American blood on his hands than just in Iraq. They’ve been conducting the same kinds of attacks in Afghanistan. They’ve supported anti-American militias in places like Syria. He and his proxies have been behind attacks on our embassies in places like Beirut, along with the Marine barracks in Beirut. And remember he was met at the Baghdad airport not by an Uber driver but by Abu Mahdi al Muhandis, his chief terror proxy in Iraq who himself was responsible for the bombing of our embassy in Kuwait in 1983. Qasem Soleimani and his terror proxies have the blood of literally thousands of Americans on their hands.”

Earlier this week, Iran responded to Soleimani’s killing by launching a dozen ballistic missiles at U.S. installations in Iraq—causing minimal damage and killing nobody. In response, President Trump addressed the nation flanked by military leaders laying out how the U.S. will impose new sanctions on the Islamic Republic of Iran in the wake of all this—and, as Cotton notes, making clear what the boundaries are from here on forward.
“The president’s red line remains clear: If Iran harms any American, anywhere, whether directly or through its proxies, the United States will hold Iran accountable and there will be severe consequences,” Cotton said. “We will not try to deny that they are responsible for attacks through terrorist proxies and we will not fail in the face of Iranian aggression. We shouldn’t assume that Iran is going to change its colors forever. Yes, they are now afraid again of the United States. But in a month or three months or six months, we shouldn’t be surprised if Iran begins to test the boundaries again. Fortunately, though, Iran now knows there are very firm and very clear boundaries that they cannot step across, unlike was the case during the Obama era.”
What’s more, the night Iran launched the ballistic missiles at U.S. based in Iraq, the Islamic Republic of Iran also shot down a Ukrainian passenger jet killing nearly 200 people on board in the crash that resulted. Iran originally denied it, but has since—as of Saturday morning—admitted being behind shooting the plane down, blaming incompetent personnel. Cotton dismissed attacks by some on the American left that Trump was somehow responsible for Iran doing this, noting that Iran is “solely responsible” for shooting down the plane.
“You mentioned the terrible and tragic shoot down of the Ukrainian airlines flight,” Cotton said. “Iran just admitted that they were responsible for that this morning. They blamed it on incompetent air defense personnel. Iran is solely responsible for that tragedy that killed more than 170 souls. I would also point out that if Iran is so incompetent that they’re shooting down civilian aircraft, why is this a military that we should be fearful of? It is a third rate power that has no chance of standing up to the United States military.”
Cotton, in this exclusive interview with Breitbart News, also addressed the House Democrats’ efforts to impeach President Trump. The House, before Christmas, adopted two Articles of Impeachment against the president after a hurried and controversial process of hearings, secret depositions, and lackluster fact-finding. Since the House adoption of the Articles of Impeachment, Speaker Pelosi has withheld their transmission to the U.S. Senate for a trial, claiming she was trying to leverage Senate Majority Leader Mitch McConnell into agreeing to Democrat demands for trial witnesses. On Friday, though, Pelosi relented, caved, and gave in, announcing she will transmit the articles to the Senate next week – even though McConnell gave her nothing she asked for.
“I’ve been astonished watching the prosecutors get cold feet after saying the impeachment of the president was an urgent national security priority,” Cotton said. “We expected Speaker Pelosi to send over the Articles of Impeachment eventually. She had locked herself into a box led by her far-left. I gather that the House will send over the Articles next week, and then the Senate will do the job that the House didn’t do, which is the Senate will act as the cool and deliberate sense of the American community, not as the enraged partisan majority you saw in the House of Representatives.”
When the trial happens and concludes in the U.S. Senate, Cotton said, he expects the Senate will acquit President Trump of all charges—and that he expects a bipartisan vote against convicting the president. The House votes against both of the Articles of Impeachment were bipartisan. On the first one, Abuse of Power, two Democrats—Reps. Collin Peterson (D-MN) and now former Democrat Rep. Jeff Van Drew (R-NJ)—joined all Republicans in voting against it, while Rep. Tulsi Gabbard (D-HI) voted “present.” On the second one, Obstruction of Congress, Peterson and Van Drew again voted against it and Rep. Jared Golden (D-ME) joined them in voting “no,” while Gabbard again voted “present.” Van Drew left the Democrat Party and joined the GOP over this matter.
“I think there is nowhere near the 67 votes required to convict on these Articles of Impeachment,” Cotton said. “As in the House of Representatives, I expect more Democrats will vote with the president than Republicans will vote against the president.”"
21,Breitbart Media,Conservative,"Alfredo Ortiz of Job Creators Network writes in FOXBusiness that owing to the policies of the Trump administration leading the nation to energy independence, turmoil in the Middle East no longer threatens the U.S. energy supply: 
One U.S. attribute that distinguishes the current Middle East conflict from past ones is the country’s energy independence. Last September, U.S. petroleum product exports exceeded imports for the first time in recorded history. The Energy Information Agency expects net exports of total crude oil and petroleum to average 570,000 barrels per day in 2020.
Energy independence means that the U.S. has no vital economic interests in the Middle East — a marked change from past conflicts where the country was dependent on a steady flow of Mideast oil to lubricate the domestic economy. This energy security gives the Trump administration more leeway in its foreign policy approach. “We are independent, and we do not need Middle East oil,” said President Trump in remarks to the nation on Wednesday.
In the aftermath of the U.S. killing of Iranian General Qassem Soleimani, the price of oil has only increased by a few percent. Contrast this to past conflicts such as the Iraq wars and the Arab oil embargo of 1973, when the oil price skyrocketed. Turmoil in the Middle East no longer threatens the U.S. energy supply. The U.S. now produces and consumes about 20 million barrels of petroleum products a day. Crude oil production has more than doubled over the last decade as the American fracking revolution and good government policy have combined to create countless gushers. The U.S. is now the world’s biggest oil producer. Net petroleum imports have fallen from 10 million barrels a day in 2010 — about 50 percent of consumption — to zero.
Read the rest of this article here."
22,Breitbart Media,Conservative,"President Donald Trump shared messages of support with Iranian protesters in Tehran on Saturday.
He wrote on Twitter.


To the brave, long-suffering people of Iran: I’ve stood with you since the beginning of my Presidency, and my Administration will continue to stand with you. We are following your protests closely, and are inspired by your courage.
Trump wrote the message on Twitter in English and Farsi as hundreds of Iranians protested the regime in Tehran.

To the brave, long-suffering people of Iran: I've stood with you since the beginning of my Presidency, and my Administration will continue to stand with you. We are following your protests closely, and are inspired by your courage.
— Donald J. Trump (@realDonaldTrump) January 11, 2020"
23,Breitbart Media,Conservative,"The UK’s ambassador to Iran Robert Macaire denied that he had taken part in a street protest in Tehran before he was detained by authorities.
Tweeting on Sunday morning, the senior diplomat said: “Thanks for the many goodwill messages. I can confirm I wasn’t taking part in any demonstrations! I went to an event advertised as a vigil for victims of the flight #PS752 tragedy. Normal to want to pay respects — some of the victims were British. I left after 5 mins when some started chanting.”


He added: “I was detained for half an hour after leaving the area. Arresting diplomats is, of course, illegal, in all countries.”

2/2 Detained half an hour after leaving the area.  Arresting diplomats is of course illegal, in all countries.  See comments by Foreign Secretary @DominicRaab. https://t.co/djpr99iSwI
— Rob Macaire (@HMATehran) January 12, 2020"
24,Breitbart Media,Conservative,"Washington (AFP) – Donald Trump warned Iran Sunday against killing protesters who have risen up over the regime’s downing of a civilian airliner as his defense secretary left the door open to talks with Tehran without preconditions.
Trump’s salvo came as Iran’s Islamic regime faced a challenge from angry street protests, having come to the brink of war with the US with a series of tit-for-tat confrontations.


“To the leaders of Iran – DO NOT KILL YOUR PROTESTERS,” Trump tweeted, warning the world and “more importantly, the USA is watching.”

In an interview with CBS’s “Face the Nation” just before the tweet, US Defense Secretary Mark Esper said Trump was stilling willing to hold talks with Iran’s leaders.
“We’re willing to sit down and discuss without precondition a new way forward, a series of steps by which Iran becomes a more normal country,” Defense Secretary Mark Esper said on CBS’s “Face the Nation.”"
25,Breitbart Media,Conservative,"On Sunday’s broadcast of ABC’s “This Week,” House Speaker Nancy Pelosi (D-CA) said if the Senate does not subpoena former National Security Advisor John Bolton, the House will.
Pelosi said, “We are in court on the witnesses. It could take a very long time on the witnesses we have been in court. And we haven’t limited the possibility of ever having subpoena and going forward with Bolton. But he has said in this two weeks’ period, another piece of progress that we made, he would respond to a subpoena from the United States Senate. But the fact is is that the president of the United States, again, quite different from President Clinton. President Clinton allowed witnesses to come forward. President Trump has prevented that from happening.”


Host George Stephanopoulos  asked, “So if the Senate does not subpoena John Bolton and other witnesses, will the House move to subpoena?”

Pelosi said, “It’s not excluded. We’ll see what they do. But we do think that there’s enough evidence to remove the president from office.”
Follow Pam Key on Twitter @pamkeyNEN"
26,Breitbart Media,Conservative,"Democrats and left-wing legal scholars are debating a new idea floated in the Washington Post on Friday: that Speaker Nancy Pelosi (D-CA) should withhold the first article of impeachment (“abuse of power”) and only send the second (“obstruction of Congress”) to the Senate.
Pelosi told her caucus on Friday that she would be prepared to send the articles to the Senate this week, capitulating without winning any concessions from Republicans after delaying the trial for four weeks.


“Never Trump” lawyer George Conway and former acting solicitor general Neal Katyal wrote Friday afternoon in the Post that Pelosi should send the second article of impeachment to the Senate, because the issue of obstruction was “ripe” for trial. They claim there is no further evidence needed to establish that Trump attempted to stop the House from investigating him. (They ignore that the Supreme Court agreed in December to hear a set of cases involving presidential objections to congressional subpoenas in investigations, thus destroying the legal basis for the “obstruction of Congress” argument.)

Conway and Katyal then argue it is impossible to hold a trial on the first article, which alleges Trump abused his power by using U.S. aid to pressure Ukraine to investigate Joe Biden, because of a lack of witnesses. They blame Trump for the lack of witnesses — not the House’s refusal to call some of them, or to wait for the court to rule on whether they had to appear.
They argue:
Holding the first article back and letting the second go forward would be a powerful and precise response to McConnell’s unprecedented attempts to avoid committing to a real trial. It makes practical sense but also highlights what’s at stake here. Trump would be forced to undergo two impeachment trials instead of one — but that’s a fair price for him to pay for his attempts to hide evidence from the American people.
The House will hold procedural votes on the articles this week.
Joel B. Pollak is Senior Editor-at-Large at Breitbart News. He earned an A.B. in Social Studies and Environmental Science and Public Policy from Harvard College, and a J.D. from Harvard Law School. He is a winner of the 2018 Robert Novak Journalism Alumni Fellowship. He is also the co-author of How Trump Won: The Inside Story of a Revolution, which is available from Regnery. Follow him on Twitter at @joelpollak."
27,Breitbart Media,Conservative,"Saturday during her program’s “Opening Argument” segment, Fox News Channel’s Jeanine Pirro excoriated House Speaker Nancy Pelosi, who she described as being publicly humiliated in her handling of the impeachment, particularly concerning Pelosi’s efforts to attempt to gain an advantage over Senate Majority Leader Mitch McConnell (R-KY).
Pirro said Pelosi’s short-comings were a sign of a weak impeachment case, noting the California Democrat was coming away empty-handed after her standoff with McConnell in attempting to withhold the articles.


“In the end Nancy, your investigation was a partisan political joke on how to manipulate the truth, and then have everybody swear to it,” she said. “And after all the rushing, what did your dithering gain in your unprecedented refusal to forward the articles of impeachment to the Senate? Did you gain a political advantage? What did you get out of waiting, other than losing votes to the Republican Party? Admit it. You caved after Mitch McConnell gave you a deadline to either send over the articles of impeachment or simply watch the Senate move forward without them. That’s right, Nancy. You simply caved. That’s what happens when there’s no case. Who said you were smart anyway?”
Follow Jeff Poor on Twitter @jeff_poor"
28,Breitbart Media,Conservative,"The government will not have 450 miles of border wall built by the end of 2020, homeland security chief Chad Wolf said at a press event, where he touted the completed construction of 100 miles of wall.
“I can tell you right now that we remain confident that we are on track to [reach] 400, 450 miles that are either completed or under construction by the end of 2020,” Wolf told attendees at a press conference in Yuma, Arizona.


The “or under construction” language admits there is little likelihood that the Department of Homeland Security will be able to meet President Donald Trump’s goal of building 500 miles of wall by November, despite the release this week of $3.6 billion in Pentagon money for the wall project.
On December 25, 2018, Trump told reporters “It is my hope to have this done, completed, all 500 to 550 miles, to have it either renovated or brand new, by election time.”


Trump’s deputies recently echoed the goal. In August 2019, the Washington Post reported:
CBP and Pentagon officials insist they remain on track to complete about 450 miles of fencing by the election. Of that, about 110 miles will be added to areas where there is currently no barrier. The height of the structure will vary between 18 and 30 feet, high enough to inflict severe injury or death from a fall.
As Wolf admitted the wall would not be completed, he said the construction of the first 100 miles is a big win:

We have built more walls in the three years of this administration than the entire eight years of the last administration. So I think that’s first and foremost. 
We have reduced time [delays] from appropriations [in Congress] to shovel-in-the-ground from two years to nine months, and we also continue to work with our great partners with the Corps of Engineers to make sure that we have the land acquisition needed to build to build the wall. I will also say that we’re continuing to assess the 30-day … delay that we had in that a court injunction. 
So that’s going to impact as well. But I can tell you right now that we remain confident that we are on track to 400, 450 miles that are either completed or under construction by the end of 2020.

The first 100 miles of construction has replaced easily-bypassed walls, including the low walls that were constructed from the airstrip landing mats designed to help pave military airfields.
The shortcomings in DHS’s wall-building projects, however, are partly offset by huge diplomatic deals that Trump and DHS officials have won with the countries south of the U.S. border.
The main deal with Mexico has allowed officials to send more than 55,000 Central American migrants back to Mexico, so preventing them from getting U.S. jobs as they wait for much-delayed asylum hearings. The denial of U.S. jobs is a huge deterrent to migrants, because migrants know they will not be able to repay their smuggling loans if they cannot get U.S. jobs.
Other deals will allow officials to fly arriving migrants to other countries throughout the region, and so prevent them from even filing for asylum in the United States. “Hondurans and Salvadorans get sent to Guatemala and Guatemalans get sent to Honduras,” said a tweet from Aaron Reichlin-Melnick, an advocate at the pro-migration American Immigration Council. “None of them get to apply for asylum here.”
Wolf told the press conference that 96 migrants were recently flown to Guatemala so they could seek asylum in that country. Only one migrant did seek asylum, while the others went back to their home countries, he said.
“75 Hondurans and 53 Salvadorans have been sent to Guatemala as part of the Asylum Cooperation Agreement with the United States,” said a January 10 tweet from a journalist in Central America. “Of those 128 people, only 9 have applied for refuge in Guatemala. Of those 9, 5 have abandoned the process.”

The new border wall system reduces illegal border crossings. The results don’t lie. Watch today’s press conference at 1:20 ET/11:20 AZ time. Livestream link here: https://t.co/krvcaSbSg3
— Acting Secretary Chad Wolf (@DHS_Wolf) January 10, 2020"
29,Breitbart Media,Conservative,"Texas Governor Greg Abbott (R) is the first governor in the United States to halt refugee resettlement in his state, a move that comes as the state has been inundated over the last three decades with mass immigration.
For Fiscal Year 2020, President Donald Trump will continue cutting refugee admissions by reducing former President Barack Obama’s refugee inflow by at least 80 percent. This reduction would mean a maximum of 18,000 refugees can be resettled in the U.S. between October 1, 2019, and September 30, 2020. This is merely a numerical limit and not a goal federal officials are supposed to reach.


Coupled with the refugee reduction, Trump signed an executive order that gives localities, counties, and states veto power over whether they want to resettle refugees in their communities.
In a letter to the Trump administration, Abbott said Texas had taken more refugees than any other state in the U.S., noting that state taxpayers and officials have “been left by Congress to deal with disproportionate migration issues…”
Abbott wrote in his letter:

Texas is one of the most welcoming states for refugees seeking to escape dangers abroad. since FY2010, more refugees have been received in Texas than in any other state. In fact, over that decade, roughly 10% of all refugees resettled in the United States have been placed in Texas. Even today, the process of resettling continues for many of these refugees. [Emphasis added]
In addition to accepting refugees all these years, Texas has been left by Congress to deal with disproportionate migration issues resulting from a broken federal immigration system. In May 2019, for example, around 100,000 migrants were apprehended crossing this state’s southern border. In June 2019, individuals from 52 different countries were apprehended here. And in FY2018, the apprehensions included citizens from disparate countries like China, Iran, Kenya, Russia, and Tonga. Texas continues to have to deal with the consequences of an immigration system that Congress has failed to fix. [Emphasis added]
At this time, the state and non-profit organizations have a responsibility to dedicate available resources to those who are already here, including refugees, migrants, and the homeless — indeed, all Texans. As a result, Texas cannot consent to initial refugee resettlement for FY2020. This decision does not deny any refugee access to the United States. Nor does it preclude a refugee from later coming to Texas after initially settling in another state. [Emphasis added]
Texas has carried more than its share in assisting the refugee resettlement process and appreciates that other states are available to help with these efforts. [Emphasis added]
Since 2005, more than 81,600 refugees have been resettled in the state of Texas — a level of refugees that outpaces the entire population of Portland, Maine. The majority of those refugees have been resettled in the state’s major cities like Austin, San Antonio, Dallas, Houston, and Fort Worth.
Refugees resettled in Texas over the last 15 years have mostly arrived from Afghanistan, Bhutan, Somalia, Syria, Sudan, Iraq, and Iran. For example, nearly 15,000 refugees, alone, have arrived in Texas from Iraq. Another nearly 4,000 have arrived from Iran.
Despite previous opposition to the refugee resettlement program by Republicans, Abbott is the only Republican governor to halt the refugee flow to his state with 19 other Republican governors asking the Trump administration to continue resettling refugees in their communities.
The Republican governors who have asked for more refugee resettlement include:

Mike DeWine of Ohio
Asa Hutchinson of Arkansas
Kim Reynolds of Iowa
Charlie Baker of Massachusetts
Gary Herbert of Utah
Doug Burgum of North Dakota
Chris Sununu of New Hampshire
Doug Ducey of Arizona
Eric Holcomb of Indiana
Bill Lee of Tennessee
Kevin Stitt of Oklahoma
Pete Ricketts of Nebraska
Kristi Noem of South Dakota
Jim Justice of West Virginia
Mike Parson of Missouri
Brad Little of Idaho
Larry Hogan of Maryland
Mike Dunleavy of Alaska
Phil Scott of Vermont

An exclusive memo obtained by Breitbart News reveals how Republican governors like Gov. Hutchinson of Arkansas are defending their decision to admit refugees by claiming that the state will have more involvement in the process  than ever.

Hutchinson has also suggested that refugees to Arkansas will likely be nationals who have cooperated with the U.S. military and are thus being persecuted for that reason. Those nationals, though, primarily arrived through the various Special Immigrant Visa categories and not through the refugee resettlement program.
Likewise, states are not allowed to choose the refugees they receive nor are state officials given background profiles of each refugee.
Refugee contractors have a vested interest in making sure as many refugees are resettled across the U.S. as possible because their annual federally funded budgets are contingent on the number of refugees they resettle. Those refugee contractors include:
Church World Service (CWS), Ethiopian Community Development Council (ECDC), Episcopal Migration Ministries (EMM), Hebrew Immigrant Aid Society (HIAS), International Rescue Committee (IRC), U.S. Committee for Refugees and Immigrants (USCRI), Lutheran Immigration and Refugee Services (LIRS), U.S. Conference of Catholic Bishops (USCCB), and World Relief Corporation (WR).
Refugee resettlement costs American taxpayers nearly $9 billion every five years, according to the latest research. Over the course of five years, an estimated 16 percent of all refugees admitted will need housing assistance paid for by taxpayers.
John Binder is a reporter for Breitbart News. Follow him on Twitter at @JxhnBinder."
30,Breitbart Media,Conservative,"An English regional counter-terrorism policing unit listed Extinction Rebellion in an anti-extremism guidance note that includes Islamist and far-right terror organisations. Authorities said they would recall the document after inquiries from the left-liberal Guardian newspaper.
The Guardian has revealed that Counter Terrorism Policing South East (CTPSE) had included Extinction Rebellion in a 12-page booklet entitled Safeguarding Young People and Adults from Ideological Extremism.


The document was aimed at teachers and police when on the lookout for signs of radicalisation in young people in the referral process for Prevent, the government’s programme that intervenes primarily with youths at risk of extremism or committing acts of terror.
Other groups and ideologies listed in the document include the banned far-right National Action, extreme Satanism, the proscribed Islamist group Al-Muhajiroun, and animal rights extremism. The newspaper reports that national counter-terrorism officials said that the document was produced at a local level and believe that Extinction Rebellion’s inclusion was a mistake.
On Extinction Rebellion, the document advises authorities to be on the look-out for “propaganda materials” and the group’s logo. The CTPSE also advises being aware of young people discussing “NVDA” (non-violent direct action) and pupils who “neglect to attend school” or “participate in planned school walkouts” — a reference to the school climate strikes popularised by climate wunderkind and Extinction Rebellion supporter Greta Thunberg.

The document also advises that signs of extremism include expressing a desire to be arrested or “admiration for those arrested for protest activity” as well as those speaking in “strong or emotive terms about environmental issues like climate change, ecology, species extinction, fracking, airport expansion or pollution”.
On why the regional counter-terrorism unit said that the group should be considered a “threat”, it said: “Anti-establishment philosophy that seeks system change underlies its activism; the group attracts to its events school-age children and adults unlikely to be aware of this. While non-violent against persons, the campaign encourages other law-breaking activities.”
“While concern about climate change is not in itself extreme, activists may encourage vulnerable people to perform acts of violence, or commit such acts themselves,” it added.

Police vs Public: London Commuters Who Stopped Tube Protesters Investigated https://t.co/MMaOxrhg1i
— Breitbart London (@BreitbartLondon) October 20, 2019"
31,Breitbart Media,Conservative,"Swedish climate worrier Greta Thunberg again castigated Australia for its insistence on mining coal despite her complaints, adding a call Saturday for an end to the activity to her list of climate demands to be delivered at the upcoming World Economic Forum in Davos.
Thunberg urged German industrial giant Siemens AG to abandon its plan to provide equipment to a massive new coal mining operation in the state of Queensland’s Galilee Basin.


Adani is the name of the new operation run by India’s Adani Power which the Australian government approved last year.
Siemens is supposed to provide part of the signalling system for the railway lines necessary for moving the coal out of the plant and to the coast, a move Thunberg has slammed.

It seems that @SiemensDE have the power to stop, delay or at least interrupt the building of the huge Adani coal mine in Australia. On Monday they will announce their decision. Please help pushing them to make the only right decision. #StopAdani
— Greta Thunberg (@GretaThunberg) January 11, 2020"
32,Breitbart Media,Conservative,"Australia’s ‘climate’ fires are fast becoming the biggest fake news scare story of 2020. All the world’s stupidest, most annoying, hand-wringing, virtue-signalling leftists, luvvies, eco-loons, shyster politicians, second-rate activist scientists and other bottom feeders are jumping on the bandwagon.
The fires themselves are all too real: no one is disputing that – or the damage they have done. At least 27 people have been killed – including four firemen; an estimated 15.6 million acres have been burned; hundreds of properties have been destroyed; hundreds of thousands of animals, both livestock and wildlife, have been incinerated.


But the narrative that this has anything to do with ‘climate change’ is the purest eco-propaganda fiction. Here is the truth about Australia’s bush fires.
This is about politics, not climate
Australia’s leftists have never forgiven Prime Minister Scott Morrison’s Liberal Party (ie Australia’s conservatives) for winning the general election in May 2019. That’s because it was billed as the ‘climate election’, which the left was supposed to win.

As I wrote at the time, in Australia – as in the U.S. and the UK – the left thinks global warming is an election-winning issue. But the voters just aren’t interested.
Everyone — encouraged by Australia’s left-leaning print media and rabidly left-wing state broadcaster ABC — was convinced that this was the election that was going to be won on climate change. Greenpeace actually billed it as a “climate election”. Australia’s Labor party, campaigning on a strongly anti-climate change agenda, was going to oust the incumbent Liberal (i.e. conservative) government because public concern about the environment was so overwhelmingly strong.
Didn’t happen though, did it? Instead, the Liberals won.
Now all the losing losers who lost in Australia are taking their revenge by demanding the resignation of Scott Morrison (aka ScoMo), supposedly because of his mishandling of the fires. They couldn’t beat him by fair means so now they’re trying to do it by foul means.

#SackScoMo. Excuse me? Sack the PM? For what exactly? This is so pathetic, ridiculous and childish. The PM does not deserve to be sacked at all. If anything, this is just another virtue signalling useless & brainless protest. #auspol. 
 pic.twitter.com/vk3oCZpAHI
— Marcus Foo (@AStrongerOZ) January 10, 2020"
33,Breitbart Media,Conservative,"Prince Harry and Princess Meghan astounded the world — and the Royal family, apparently — when they announced they were giving up on their senior royal duties and decamping to Canada. In fact, Meghan has gone already — appearing to leave Harry to pick up the pieces at home.
And it’s a shame, because the UK really did seem ready to embrace its new American princess when the pair tied the knot in a fairytale wedding at Windsor in 2018. Furthermore, the British people really do support the monarchy and do tend to cut them a lot of slack. So what could possibly have gone wrong?


–All those flights–
So, it turns out that British people really aren’t that fond of hypocrisy. And one of the most obvious forms of the art this century has come from the media class, lecturing the ordinary folk on not taking flights while on jet aircraft themselves.
Meghan — and by extension, Harry— has turned out to be an absolute master of the genre. Flying to Africa to hector the rest on climate change was a highlight — working to save the world, one private jet at a time. 

The fact is, being a Royal is a pretty globetrotting job and folk accept that — the British monarchy is also the monarchy for 15 other Commonwealth Realms worldwide including Canada, Australia, New Zealand, and Papua New Guinea. Far from hating on the Queen for the flights she makes, Britons really love the modest way she also travels by train a lot, in preference to the private motorcade or helicopter, without feeling the need to lecture everyone about it.
Indeed, the Queen often skips the more expensive Royal Train altogether these days, and is sometimes seen travelling on ordinary public commuter trains, going with only a single aide to carry her bags. Well, she is 93, after all.
Photo by: KGC-178/STAR MAX/IPx 2018 12/20/18 Queen Elizabeth II arrives by train at King’s Lynn Station to begin the Christmas break at Sandringham. / Associated Press
–Because stoicism is for other people–
The famous British stiff upper lip has taken a mighty beating in the modern era — amid the army recruiting millennial snowflakes and young men being encouraged to talk about their feelings rather than learning to regulate them like sane, well-adjusted people. It is small wonder there’s any sangfroid left to shore up a civilised society at all.
But even so, perhaps the United Kingdom’s much-reduced sense of reserve is not easy to acclimatise to if coming from the emotions-trump-facts luvvie world of Hollywood. Nobody expected Meghan Markle to break with Royal protocol in a television interview with British network ITV in 2019 to talk about how hard her life was — not least the interviewer, who appeared genuinely amazed to have his questions answered.

Describing marrying into one of the wealthiest, powerful, and respected families on the planet, former U.S. television actress Meghan told the documentary her life was “hard” and a “struggle”.
So there you go.


‘It’s Hard’: Meghan Markle Laments the Pressures of Royal Life https://t.co/DRk6LCAeaQ
— Breitbart London (@BreitbartLondon) October 21, 2019"
